path,type,size,permissions,modification_time,user,group,device_id,hard_links,special_device_id,inode,block_size,blocks,flags,generation,access_time,change_time,birth_time
tweets_2018/tweets_2018-10/26/tweets2018-10-26-13-00.jsonl,file, 371.46M,rwxr-xr-x,2018-12-28T23:34:45Z,hduser,datalab2,2065,1,0,304293203,4096,760768,0,0,2018-12-28T23:34:42Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/26/tweets2018-10-26-14-00.jsonl,file, 414.66M,rwxr-xr-x,2018-12-28T23:34:09Z,hduser,datalab2,2065,1,0,304293177,4096,849216,0,0,2018-12-28T23:34:05Z,2019-04-10T10:46:45Z,2019-04-10T10:46:45Z
tweets_2018/tweets_2018-10/26/tweets2018-10-26-15-00.jsonl,file, 437.58M,rwxr-xr-x,2018-12-28T23:33:51Z,hduser,datalab2,2065,1,0,304293164,4096,896184,0,0,2018-12-28T23:33:46Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/26/tweets2018-10-26-16-00.jsonl,file, 370.75M,rwxr-xr-x,2018-12-28T23:34:23Z,hduser,datalab2,2065,1,0,304293184,4096,759296,0,0,2018-12-28T23:34:19Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/26/tweets2018-10-26-17-00.jsonl,file, 325.47M,rwxr-xr-x,2018-12-28T23:33:36Z,hduser,datalab2,2065,1,0,304293156,4096,666560,0,0,2018-12-28T23:33:32Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/26/tweets2018-10-26-18-00.jsonl,file, 331.02M,rwxr-xr-x,2018-12-28T23:32:59Z,hduser,datalab2,2065,1,0,304293131,4096,677928,0,0,2018-12-28T23:32:56Z,2019-04-10T10:46:45Z,2019-04-10T10:46:45Z
tweets_2018/tweets_2018-10/26/tweets2018-10-26-19-00.jsonl,file, 334.46M,rwxr-xr-x,2018-12-28T23:33:40Z,hduser,datalab2,2065,1,0,304293158,4096,684968,0,0,2018-12-28T23:33:36Z,2019-04-10T10:46:45Z,2019-04-10T10:46:45Z
tweets_2018/tweets_2018-10/26/tweets2018-10-26-20-00.jsonl,file, 335.48M,rwxr-xr-x,2018-12-28T23:33:30Z,hduser,datalab2,2065,1,0,304293153,4096,687072,0,0,2018-12-28T23:33:27Z,2019-04-10T10:46:45Z,2019-04-10T10:46:45Z
tweets_2018/tweets_2018-10/26/tweets2018-10-26-21-00.jsonl,file, 317.12M,rwxr-xr-x,2018-12-28T23:32:45Z,hduser,datalab2,2065,1,0,304293124,4096,649464,0,0,2018-12-28T23:32:42Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/26/tweets2018-10-26-22-00.jsonl,file, 299.96M,rwxr-xr-x,2018-12-28T23:33:22Z,hduser,datalab2,2065,1,0,304293149,4096,614328,0,0,2018-12-28T23:33:19Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/26/tweets2018-10-26-23-00.jsonl,file, 275.72M,rwxr-xr-x,2018-12-28T23:32:48Z,hduser,datalab2,2065,1,0,304293125,4096,564688,0,0,2018-12-28T23:32:45Z,2019-04-10T10:46:45Z,2019-04-10T10:46:45Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-00-00.jsonl,file, 265.71M,rwxr-xr-x,2018-12-28T23:25:11Z,hduser,datalab2,2065,1,0,304292806,4096,544168,0,0,2018-12-28T23:25:08Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-01-00.jsonl,file, 257.69M,rwxr-xr-x,2018-12-28T23:22:22Z,hduser,datalab2,2065,1,0,304292729,4096,527752,0,0,2018-12-28T23:22:19Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-02-00.jsonl,file, 239.03M,rwxr-xr-x,2018-12-28T23:23:38Z,hduser,datalab2,2065,1,0,304292768,4096,489528,0,0,2018-12-28T23:23:36Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-03-00.jsonl,file, 227.11M,rwxr-xr-x,2018-12-28T23:22:45Z,hduser,datalab2,2065,1,0,304292737,4096,465128,0,0,2018-12-28T23:22:43Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-04-00.jsonl,file, 215.37M,rwxr-xr-x,2018-12-28T23:23:40Z,hduser,datalab2,2065,1,0,304292769,4096,441088,0,0,2018-12-28T23:23:38Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-05-00.jsonl,file, 211.14M,rwxr-xr-x,2018-12-28T23:25:32Z,hduser,datalab2,2065,1,0,304292824,4096,432416,0,0,2018-12-28T23:25:30Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-06-00.jsonl,file, 181.02M,rwxr-xr-x,2018-12-28T23:25:20Z,hduser,datalab2,2065,1,0,304292815,4096,370728,0,0,2018-12-28T23:25:19Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
tweets_2018/tweets_2018-10/27/tweets2018-10-27-07-00.jsonl,file, 167.97M,rwxr-xr-x,2018-12-28T23:24:10Z,hduser,datalab2,2065,1,0,304292782,4096,344008,0,0,2018-12-28T23:24:08Z,2019-04-10T10:46:44Z,2019-04-10T10:46:44Z
